ID,タイプ,SKU,"GTIN, UPC, EAN, or ISBN",名前,公開済み,オススメですか ?,カタログでの表示,簡単な説明,説明,セール価格の開始日,セール価格の終了日,課税ステータス,税区分,在庫の有無,在庫,在庫量わずか,お取り寄せを許可する ?,個別に販売しますか ?,重量 (kg),長さ(cm),幅 (cm),高さ (cm),カスタマーレビューを許可しますか ?,注意事項,セール価格,標準価格,カテゴリー,タグ,配送クラス,画像,ダウンロード制限,ダウンロード有効期限日,親,セット販売商品,アップセル,クロスセル,外部 URL,ボタンのテキスト,位置
,simple,,,塾選（旧ベスト塾ガイド）,1,0,visible,＼集客のご担当者必見！／【初期費用無料】 塾検索サイト「塾選」のご利用で入塾率アップ,"サービス概要

『1ユーザー1教室』の問合せのため、ユーザーとコミュニケションが取りやすく、高い入塾率が期待できるメディアです。

成果報酬のため、初期費用・ランニングコストはかかりません。
※別途オプション利用をご希望される場合はかかるケースがございます。
サービスの特長

特長１

『WEB集客のプロ』がサイト運営
特長２

『1ユーザー1教室』高い入塾率が見込める
特長３

『ユーザーにとって価値ある情報』を提供
相性が良くない塾・今後の改善点

特になし",,,taxable,,0,,,0,0,,,,,1,,,,その他,新規生徒の増加,,https://edu-match.com/wp-content/uploads/logo-jukusen.jpg,,,,,,,,,100
,simple,,,AID（エイド）～英剣伝説 LMS～,1,0,visible,ゲーム型英語学習アプリ「英剣伝説 ～英語でRPG～」の学習の進捗状況や理解度を管理する学習管理システム,"サービス概要

「英剣伝説」は英語初心者に特化した、アルファベットから英検®3級レベルまでの英語力が身につくゲーム型学習教材で、参考書・単語帳・問題集のすべてがゲーム内にバランスよく組み込まれているため、楽しみながら体系的に英語学習ができます。  
そして「AID」では、生徒が「英剣伝説」で学習した状況や、進み具合、理解度、苦手項目などを、先生がビジュアル的に確認することができます。
サービスの特長

特長１

ゲーム型だから英語が楽しく学べる！
特長２

生徒の得意・不得意な分野がわかる！
特長３

生徒とのコミュニケーションのきっかけに！
相性が良くない塾・今後の改善点

ゲーム型なので熱中しすぎてしまうかも。。",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,授業外における家庭学習の充実,,https://edu-match.com/wp-content/uploads/eid-logo1.webp,,,,,,,,,100
,simple,,,DreamDriven（ドリームドリブン）,1,0,visible,【未来力×国語力】本格的な勉強の前に夢や目標を見つけて子どもたちの〝学ぶモチベーション〟UP！,"サービス紹介動画


https://youtu.be/2yqHfhGOmP8


サービス概要

英語でもプログラミングでもない完全オンライン
【キャリア探究プログラム】
未来力×国語力　DreamDriven

こんなお悩みないですか・・・？

小学低学年コース
★集まらない
★続かない
★授業準備が大変

そんなお悩みをお持ちの
学習塾・学童様におすすめです！

現場での難しい作業は一切なし！
45分授業をZoomで配信します！

【3年間で120個のオシゴト】
★笑いあり、涙ありのオシゴトムービー
　子どもむけに作られていて飽きない工夫が！
★120個のオシゴトと生き方を学び、自分と向き合う
　4週目にはまとめのワークも取り入れます！
★成長の見える化で、親も安心！
　ドリドリBOOKという専用のノートを使用します。
★「聞く・書く・話す」で国語力もUP
　ドリドリル、冒険報告ミッションなど、国語力の強化に繋がる　プログラムも実施。
サービスの特長

特長１

授業準備ほぼ不要！オプションとしても最適
特長２

粗利もしっかり！1～4年生合同クラスOK
特長３

生徒が集まる！長期滞在の教育熱の高い生徒
相性が良くない塾・今後の改善点

教育理念にご共感いただけない塾様・学童様
オススメの活用法

教育熱の高い小学生低学年の新規募集に最適です！
レギュラーコースとの組み合わせオプションにしてもOK！

授業準備がほぼいらないのも魅力的♪
先生たちの時間が確保でき、人材不足の解消にも役立ちます！
料金体系

月額ロイヤリティ（税込）
１～４教室　　19800円
５教室以上　　18700円
１０教室以上　17600円
２０教室以上　16500円

通常7700円が提携塾なら35％オフの4950円で販売可能！
導入を検討されている方へのメッセージ

日本では遅れていると言われているキャリア教育。
夢がある子とない子では毎日の勉強時間に30分の差があるというデータも。
キャリア教育で勉強のモチベーションUP！

子どもたちに夢や憧れを持ってもらいたいそんな塾様・学童様へ
先生たちの手を煩わせることなく、最先端のオンラインキャリア教育をお届けします！

また、英語やプログラミングなどと差別化もはかることができます！

加盟説明会も随時実施中！
ぜひ一度お問い合わせください。",,,taxable,,1,,,0,0,,,,,1,,,,教材作成,"新規生徒の増加, 人材不足の解消",,"https://edu-match.com/wp-content/uploads/dream-driven.webp, https://edu-match.com/wp-content/uploads/dream-driven_01.webp, https://edu-match.com/wp-content/uploads/dream-driven_02.webp, https://edu-match.com/wp-content/uploads/dream-driven_03.webp, https://edu-match.com/wp-content/uploads/dream-driven_04.webp, https://edu-match.com/wp-content/uploads/dream-driven_05.webp",,,,,,,,,98
,simple,,,自立学習型能力開発プラットフォーム「TERRACE（テラス）」（速読解力講座／速読聴英語講座／新国語講座）,1,0,visible,速読力／英語力／読解力をトレーニングし、「言葉の力」を育むサービスです。,"サービス紹介動画


https://www.youtube.com/watch?v=Zy75Ryb8oKY
https://www.youtube.com/watch?v=IUSsCL4I5gI&t=1s
https://www.youtube.com/watch?v=IsLgjkbYosI


サービス概要

TERRACEは「言葉の力」を育むプラットフォームです。

【速読解力講座】
脳科学に基づいた学習法で「文章や資料を速く正確に読み解く力」「物事を論理的に考え正解を導き出す力」を鍛え、処理速度&正確に読み解く力へアプローチできます！

【速読聴英語講座】
 これからの英語教育や、入試に対応するために、英文を前から理解するための読む&聴くの2技能に特化したトレーニングで、英語長文読解力を身につけます！

【新国語講座】
国語力は「読解力」「表現力」の2つに整理できます。
新国語講座では、その中でも、すべての教科で必要となる読解力を鍛えるために、語彙・文法・論理力をトレーニングします！
サービスの特長

特長１

柔軟な講座設計と開講サポートで集客に貢献
特長２

授業や他教材との組合せで独自価値を創出
特長３

国語や英語授業との併用でICT×人を実現
相性が良くない塾・今後の改善点

意欲管理まで含めた完全自立型を目指します
オススメの活用法

講座設計例：
①教科授業×TERRACE
・国語×新国語
・英語×速読聴英語
②他教材×TERRACE
・プログラミング×速読解力
集客や差別化、人件費・講師労力削減のためにご活用いただいております。
料金体系

講座の組み合わせによって異なりますので、直接お問い合わせください。
導入を検討されている方へのメッセージ

導入から講座設計・運用まで一貫してサポートさせていただきます。


・ 募集に役立つ、開講準備ツールを無料でご提供します。


・ ご導入時にはインストラクター研修を実施し、他校集客実績を紹介する研修会も開催しています。


・ 講座運営や集客でお困りの際は、コンシェルジュにお任せください。",,,taxable,,1,,,0,0,,,,,1,,,,教材作成,"新規生徒の増加, 業務の効率化, 授業外における家庭学習の充実, 5教科以外の指導",,"https://edu-match.com/wp-content/uploads/sokunousokudoku-scaled.webp, https://edu-match.com/wp-content/uploads/sokunousokudoku_01.webp, https://edu-match.com/wp-content/uploads/sokunousokudoku_02.webp, https://edu-match.com/wp-content/uploads/sokunousokudoku_03.webp, https://edu-match.com/wp-content/uploads/sokunousokudoku_04.webp",,,,,,,,,10
,simple,,,コーチングスタディ,1,0,visible,6分×10本のコーチング研修動画で、生徒へのコーチングをマスター！,"サービス紹介動画


https://youtu.be/ZDtKceR774s
https://youtu.be/OkELSuqpTaw


サービス概要

アルバイト講師が始めに悩むことは、 「上手に教えられるかなぁ。」と、「生徒とうまく話せるかなぁ」の２つです。

前者の悩みは、教室長や先輩講師からのアドバイスで徐々に解決していくことだと思います。しかし後者の悩みを解決できている塾さんはほとんどありません。

そこで私たちは、生徒に対するコミュニケーションスキルを動画化し、たくさんのアルバイト講師の悩みを解決したいと考えました。

生徒へのコーチングは、生徒の学習意欲をあげ、生徒と講師の信頼関係をより強いものにしてくれます。  コーチングを塾で活性化することにより、「退塾防止」「紹介促進」「学力向上」「講師の退職防止」に繋がります。
サービスの特長

特長１

年額たったの１万円
特長２

何人でも何回でも見放題
特長３

見て終わりにしない、チェックテスト付
相性が良くない塾・今後の改善点

動画の視聴履歴を確認することが出来ない
オススメの活用法

講師採用後、1週間に1本の動画を視聴するよう促します。
チェックテストは、採点・コメントをして1週間以内に返却いたします。
全ての動画を視聴完了した講師には、1~2時間の事務給を支給することをお勧めします。
料金体系

初回導入費用：３万円
年使用料金　：１万円
導入を検討されている方へのメッセージ

コーチングを活用されている塾さんが増えています。
今のうちに、体系的なコーチングを塾全体で活用できるよう、コーチングスタディの導入をご検討ください。
いつでもZoomにて、コーチングスタディの詳細なご説明や使用方法をお話させていただきますので、お気軽にお問い合わせください。",,,taxable,,1,,,0,0,,,,,1,,,,教材作成,"新規生徒の増加, 保護者とのコミュニケーションの円滑化, スタッフとのコミュニケーションの円滑化",,"https://edu-match.com/wp-content/uploads/coachingstudy-logo.webp, https://edu-match.com/wp-content/uploads/coachingstudy01.webp, https://edu-match.com/wp-content/uploads/coachingstudy02.webp",,,,,,,,,11
,simple,,,educast（エデュキャス）,1,0,visible,参加型双方向ライブ授業配信からオンデマンド公開、受講管理まで備えたオールインワン配信システム,"サービス概要

講師と生徒が、インターネット上で積極的にやりとりできる授業を実現するために教育現場から生まれた参加型双方向ライブ授業配信システムです。

講師は各生徒の理解度を把握し、適度な双方向コミュニケーションも交えながら教室での集団授業をそのままオンラインに持ってきたかのような臨場感を伴う授業が実施できます。
サービスの特長

特長１

授業に特化したインターフェース
特長２

双方向機能で講師は生徒の理解度を瞬時に把握
特長３

ライブ後のオンデマンド公開は手間いらず
相性が良くない塾・今後の改善点

指名された生徒以外の映像は出ません。",,,taxable,,0,,,0,0,,,,,1,,,,授業管理,オンラインコースの立ち上げ,,https://edu-match.com/wp-content/uploads/educast.webp,,,,,,,,,100
,simple,,,遠隔個別指導システム「educast private（エデュキャスプライベート）」,1,0,visible,講師１人に対して４名までの独立したオンライン個別指導を１つの端末で実現可能,"サービス概要

受講生同士お互い映像が見えたり音声が聞こえたりすることなく プライバシーを守られた状態で授業に参加することができます。
講師は生徒全員の様子が常に把握できオンライン個別指導やオンライン自習室にご利用できます。
サービスの特長

特長１

受講生はボタン一つで講師に質問可能
特長２

質問内容を撮影した画像を講師に随時送信
特長３

生徒講師が相互に書けるホワイトボード搭載
相性が良くない塾・今後の改善点

インターネット環境が必要です。",,,taxable,,0,,,0,0,,,,,1,,,,授業管理,オンラインコースの立ち上げ,,https://edu-match.com/wp-content/uploads/educast-private.webp,,,,,,,,,100
,simple,,,ENAGEED（エナジード）,1,0,visible,次世代型キャリア教育 ENAGEED,"サービス概要

自分で考えて動き、小さな成功体験から大きな成功体験を自分で作れる状態へ。
「未来をつくる力」を身につけ、定着させるプログラムです。

VUCAと言われる不確実性の高い時代において必要な、
「自ら考え、動く力」や「問題を自分ごととして捉え、周りを巻き込んで解決していく力」を身につけるサポートをしております。

【ENAGEEDが提供するサービス】
未来をつくる力を理解する「ENAGEED CORE」
5教科の本質を理解し、学習に目的を持つ「ENAGEED BASE」
サービスの特長

特長１

自分で考え動く力を身につけるデジタル教材
特長２

コミュニケーションが活性化する仕組み
特長３

子どもが惹き込まれる高いデザイン性
相性が良くない塾・今後の改善点

初期費用が必要なため投資判断が必要です
オススメの活用法

課題解決型学習を進めながら、次世代に必要なマインドやスキルを養うことができます。
弊社教材をベースに、塾様にあった最適なカリキュラムをご提案させていただきます。
料金体系

直接お問い合わせください。
導入を検討されている方へのメッセージ

まずは、教材の中身をしっていただきたいので導入可否に関わらずオンラインにてご紹介の機会をいただければと思います。",,,taxable,,1,,,0,0,,,,,1,,,,教材作成,"保護者とのコミュニケーションの円滑化, スタッフとのコミュニケーションの円滑化, 業務の効率化, 授業外における家庭学習の充実, 5教科以外の指導",,"https://edu-match.com/wp-content/uploads/enageed.webp, https://edu-match.com/wp-content/uploads/enageed02.webp, https://edu-match.com/wp-content/uploads/enageed03.webp, https://edu-match.com/wp-content/uploads/enageed04.webp",,,,,,,,,11
,simple,,,塾コマ,1,0,visible,時間のかかるコマ割り業務を「塾コマ」で自動化して10分で簡単完了！,"サービス概要

塾コマとは、講師と生徒のコマ割りを自動で作成してくれる便利ツールです。講師の出勤可能時間と生徒の希望時間を入力すれば、塾コマが計算した人件費を抑えた最適なコマ割り結果を確認できます！
サービスの特長

特長１

生徒と講師の相性を考慮したコマ割りを作成
特長２

講師の時給を加味して人件費の最小化を実施
特長３

教師が連コマで入れるように調整！
相性が良くない塾・今後の改善点

個別指導塾を対象としたサービスです。",,,taxable,,0,,,0,0,,,,,1,,,,その他,業務の効率化,,https://edu-match.com/wp-content/uploads/zyukukoma.webp,,,,,,,,,100
,simple,,,学習システム・メビウスZERO（ゼロ）,1,0,visible,弱点反復型プリント学習システム,"サービス概要

小中高の40万題超をデータベース化。
単元・教科書ページと連動なので学校の学習進度・定期考査対策のオリジナルプリントを素早く作成できます。
バーコードが付いた特徴的なプリントで弱点克服の類題演習ができます。
サービスの特長

特長１

問題を組み合わせて簡単プリント作成
特長２

簡単操作で類題をぱっと出題
特長３

弱点だけのピンポイント学習",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,業務の効率化,,https://edu-match.com/wp-content/uploads/kibigaku-logo.webp,,,,,,,,,100
,simple,,,Monoxer（モノグサ）,1,0,visible,Monoxerは「記憶定着」に特化した、解いて憶える記憶アプリです。,"サービス概要

生徒様の正答率や習熟度から、AIが生徒様ごとに忘却速度を割り出し、最適なタイミングで反復を促し、記憶のサポートをしてくれるアダプティブラーニング型学習サービスです。
サービスの特長

特長１

AIが生徒様ごとに「忘却速度」を算出
特長２

生徒様の「記憶度」をAIが見える化
特長３

5教科全てで利用可能
相性が良くない塾・今後の改善点

特になし",,,taxable,,0,,,0,0,,,,,1,,,,AI学習,授業外における家庭学習の充実,,https://edu-match.com/wp-content/uploads/monoxer-logo.webp,,,,,,,,,100
,simple,,,まならぶる,'-1,0,visible,学力向上 売上向上を実現する動画配信学習システム,"サービス概要

自塾のオリジナル動画コンテンツを、安心のセキュリティ体制で、手軽に配信することが可能です。
視聴分析機能で生徒の学習状況を可視化し現場でのコミュニケーションを最適化できます。
サービスの特長

特長１

IDとパスワードを発行した方に配信
特長２

視聴分析機能で学習状況を可視化
特長３

細かくカテゴリー分けし動画アクセスを手軽に
相性が良くない塾・今後の改善点

動画撮影や編集にコストがかかる点",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,オンラインコースの立ち上げ,,https://edu-match.com/wp-content/uploads/manarable-logo.webp,,,,,,,,,100
,simple,,,Grow（グロウ）,1,0,visible,塾運営はこれ１つでOK！ 業界最安値の塾管理システム,"サービス概要

学習塾向けの管理システムです。入退室や授業スケジュール、成績、請求、お知らせ機能、アンケート機能、予約機能等、学習塾に関する業務を安価な利用料で一元管理できます。
サービスの特長

特長１

長年の実績とカスタマイズ可能なシステム
特長２

塾に必要な機能が網羅、且つ安価で利用可能
特長３

初期費用、サポート費用が無料
相性が良くない塾・今後の改善点

機能が多いため順序よく導入することが必要",,,taxable,,0,,,0,0,,,,,1,,,,その他,業務の効率化,,https://edu-match.com/wp-content/uploads/grow-logo.webp,,,,,,,,,100
